"","X","航班号","起飞机场","目的机场","rwy","ramp","s_arr_time","a_arr_time","oi_time","mission_full_date","time_wheelon_real","time_gatein","arr_taxi","mission_month","mission_date","dep_feb_15_per_arr","arr_feb_15_per_arr","dep_feb_60_per_arr","arr_feb_60_per_arr","pb_feb_15_per_arr","pb_feb_60_per_arr","heavy_dep_feb_per_arr","heavy_arr_feb_per_arr","flight_chosen_arr_36l"
"6489",6489,"CES2117","ZLXY","ZBAA","36L","233",1941,1941,1950,20140202,1181,1190,9,2,2,6,9,40,39,6,7,4,2,1
"6490",6490,"CCA1202","ZLXY","ZBAA","36L","311",1904,1904,1925,20140202,1144,1165,21,2,2,10,13,40,39,12,7,4,2,1
"6491",6491,"CHH7812","ZGGG","ZBAA","36L","A106",1919,1919,1925,20140202,1159,1165,6,2,2,16,7,40,39,8,7,4,2,1
"6492",6492,"CES5485","ZSNB","ZBAA","36L","814",1927,1927,1931,20140202,1167,1171,4,2,2,16,7,40,39,8,7,4,2,1
"6494",6494,"CHH7156","ZSHC","ZBAA","36L","110",1922,1923,1925,20140202,1163,1165,2,2,2,16,7,40,39,8,7,4,2,1
"6500",6500,"MGL223","ZMUB","ZBAA","36L","519",1911,1912,1925,20140202,1152,1165,13,2,2,10,13,40,39,12,7,4,2,1
"6501",6501,"CHH7487","ZJHK","ZBAA","36L","N101",1920,1914,1925,20140202,1154,1165,11,2,2,10,13,40,39,12,7,4,2,1
"6502",6502,"CES5171","ZSOF","ZBAA","36L","227",1917,1917,1925,20140202,1157,1165,8,2,2,16,7,40,39,8,7,4,2,1
"6509",6509,"CES2443","ZLXN","ZBAA","36L","229",1907,1906,1914,20140202,1146,1154,8,2,2,10,13,40,39,12,7,4,2,1
"6511",6511,"CSN3189","ZGSZ","ZBAA","36L","219",1847,1845,1854,20140202,1125,1134,9,2,2,7,12,36,48,12,7,4,2,1
"6515",6515,"CCA1268","ZWHM","ZBAA","36L","404",1843,1843,1857,20140202,1123,1137,14,2,2,8,9,36,48,10,7,4,2,1
"6517",6517,"CHH7288","ZLYL","ZBAA","36L","108",1858,1858,1903,20140202,1138,1143,5,2,2,7,12,36,48,12,7,4,2,1
"6519",6519,"CBJ5384","ZPLJ","ZBAA","36L","W108",1900,1900,1901,20140202,1140,1141,1,2,2,10,13,40,39,12,7,4,2,1
