"","X","航班号","起飞机场","目的机场","rwy","ramp","s_arr_time","a_arr_time","oi_time","mission_full_date","time_wheelon_real","time_gatein","arr_taxi","mission_month","mission_date","dep_feb_15_per_arr","arr_feb_15_per_arr","dep_feb_60_per_arr","arr_feb_60_per_arr","pb_feb_15_per_arr","pb_feb_60_per_arr","heavy_dep_feb_per_arr","heavy_arr_feb_per_arr","flight_chosen_arr_36l"
"16137",16137,"CHH7390","ZLYA","ZBAA","36L","114",1717,1717,1721,20140221,1037,1041,4,2,21,11,11,49,47,10,7,4,2,1
"16139",16139,"CCA4126","ZULS","ZBAA","36L","322",1710,1710,1722,20140221,1030,1042,12,2,21,13,13,49,47,7,7,4,2,1
"16140",16140,"PIA852","OPRN","ZBAA","36L","210",1707,1706,1722,20140221,1026,1042,16,2,21,13,13,49,47,7,7,4,2,1
"16147",16147,"CSN3902","ZPPP","ZBAA","36L","808",1713,1712,1717,20140221,1032,1037,5,2,21,13,13,49,47,7,7,4,2,1
"16148",16148,"CSN6167","ZUGY","ZBAA","36L","207",1706,1704,1716,20140221,1024,1036,12,2,21,13,13,49,47,7,7,4,2,1
"16155",16155,"CES2415","ZLLL","ZBAA","36L","233",1700,1700,1706,20140221,1020,1026,6,2,21,13,13,49,47,7,7,4,2,1
"16188",16188,"ETH604","HAAB","ZBAA","36L","512",1600,1559,1621,20140221,959,981,22,2,21,15,13,37,51,15,7,4,2,1
"16196",16196,"CCA1214","ZLIC","ZBAA","36L","357",1554,1553,1607,20140221,953,967,14,2,21,15,13,37,51,15,7,4,2,1
"16200",16200,"CCA1430","ZUCK","ZBAA","36L","464",1558,1558,1611,20140221,958,971,13,2,21,15,13,37,51,15,7,4,2,1
"16204",16204,"THY20","LTBA","ZBAA","36L","513",1541,1540,1604,20140221,940,964,24,2,21,7,13,37,51,15,7,4,2,1
"16207",16207,"CHH7704","ZGSZ","ZBAA","36L","111",1558,1555,1601,20140221,955,961,6,2,21,15,13,37,51,15,7,4,2,1
"16210",16210,"CCA1470","ZPLJ","ZBAA","36L","327",1550,1550,1603,20140221,950,963,13,2,21,15,13,37,51,15,7,4,2,1
"16217",16217,"CXA8107","ZSFZ","ZBAA","36L","233",1548,1547,1556,20140221,947,956,9,2,21,15,13,37,51,15,7,4,2,1
"16218",16218,"CCA421","ZUUU","ZBAA","36L","465",1523,1522,1534,20140221,922,934,12,2,21,6,12,37,51,8,7,4,2,1
"16219",16219,"CCA1352","ZGGG","ZBAA","36L","307",1514,1513,1534,20140221,913,934,21,2,21,9,13,37,51,7,7,4,2,1
"16221",16221,"CSN6162","ZUUU","ZBAA","36L","224",1532,1531,1539,20140221,931,939,8,2,21,7,13,37,51,15,7,4,2,1
"16225",16225,"CCA1336","ZGNN","ZBAA","36L","329",1525,1525,1541,20140221,925,941,16,2,21,6,12,37,51,8,7,4,2,1
"16229",16229,"CES2109","ZLXY","ZBAA","36L","229",1538,1538,1545,20140221,938,945,7,2,21,7,13,37,51,15,7,4,2,1
"16230",16230,"B7797","ZBYN","ZBAA","36L","604",1518,1518,1537,20140221,918,937,19,2,21,6,12,37,51,8,7,4,2,1
"16231",16231,"CCA1210","ZLXY","ZBAA","36L","328",1512,1511,1527,20140221,911,927,16,2,21,9,13,37,51,7,7,4,2,1
"16232",16232,"CSN3733","ZGSD","ZBAA","36L","230",1520,1520,1526,20140221,920,926,6,2,21,6,12,37,51,8,7,4,2,1
"16235",16235,"CES5269","ZBYN","ZBAA","36L","238",1528,1527,1532,20140221,927,932,5,2,21,6,12,37,51,8,7,4,2,1
"16237",16237,"CSN3193","ZGSZ","ZBAA","36L","812",1529,1529,1534,20140221,929,934,5,2,21,6,12,37,51,8,7,4,2,1
"16239",16239,"AMU002","VMMC","ZBAA","36L","520",1504,1503,1512,20140221,903,912,9,2,21,9,13,37,51,7,7,4,2,1
"16240",16240,"CSC8831","ZUCK","ZBAA","36L","322",1501,1501,1512,20140221,901,912,11,2,21,9,13,37,51,7,7,4,2,1
"16242",16242,"CHH7190","ZUGY","ZBAA","36L","811",1506,1506,1511,20140221,906,911,5,2,21,9,13,37,51,7,7,4,2,1
"16243",16243,"CCA1452","ZUMY","ZBAA","36L","314",1452,1451,1512,20140221,891,912,21,2,21,9,10,44,43,10,7,4,2,1
"16246",16246,"CCA1462","ZUGY","ZBAA","36L","306",1456,1456,1512,20140221,896,912,16,2,21,9,10,44,43,10,7,4,2,1
"16249",16249,"HDA908","VHHH","ZBAA","36L","525",1509,1508,1520,20140221,908,920,12,2,21,9,13,37,51,7,7,4,2,1
"16250",16250,"CFI082","ZHHH","ZBAA","36L","",1517,1516,1518,20140221,916,918,2,2,21,6,12,37,51,8,7,4,2,1
"16252",16252,"CCA1240","ZLLL","ZBAA","36L","326",1444,1443,1458,20140221,883,898,15,2,21,9,13,44,43,7,7,4,2,1
"16253",16253,"QTR894","OTBD","ZBAA","36L","535",1448,1448,1501,20140221,888,901,13,2,21,9,10,44,43,10,7,4,2,1
"16254",16254,"CCA1432","ZUCK","ZBAA","36L","408",1447,1446,1501,20140221,886,901,15,2,21,9,10,44,43,10,7,4,2,1
"16256",16256,"UAL89","KEWR","ZBAA","36L","528",1454,1453,1504,20140221,893,904,11,2,21,9,10,44,43,10,7,4,2,1
"16257",16257,"CES5711","ZPPP","ZBAA","36L","240",1459,1459,1504,20140221,899,904,5,2,21,9,10,44,43,10,7,4,2,1
"16261",16261,"CSC8885","ZUUU","ZBAA","36L","324",1434,1433,1447,20140221,873,887,14,2,21,9,13,44,43,7,7,4,2,1
"16263",16263,"MSR955","HECA","ZBAA","36L","514",1440,1439,1453,20140221,879,893,14,2,21,9,13,44,43,7,7,4,2,1
"16266",16266,"CDG1196","ZLIC","ZBAA","36L","313",1436,1436,1454,20140221,876,894,18,2,21,9,13,44,43,7,7,4,2,1
"16268",16268,"HVN512","VVNB","ZBAA","36L","212",1423,1421,1432,20140221,861,872,11,2,21,12,9,44,43,12,7,4,2,1
"16269",16269,"CHH7148","ZUUU","ZBAA","36L","W205",1429,1428,1434,20140221,868,874,6,2,21,12,9,44,43,12,7,4,2,1
"16280",16280,"CCA4169","ZPPP","ZBAA","36L","332",1407,1406,1424,20140221,846,864,18,2,21,14,11,44,43,7,7,4,2,1
"16281",16281,"CHH7632","ZLLL","ZBAA","36L","104",1418,1417,1423,20140221,857,863,6,2,21,12,9,44,43,12,7,4,2,1
"16283",16283,"CCA1460","ZUYB","ZBAA","36L","321",1414,1414,1426,20140221,854,866,12,2,21,14,11,44,43,7,7,4,2,1
"16284",16284,"CSN3141","ZGHA","ZBAA","36L","236",1426,1424,1431,20140221,864,871,7,2,21,12,9,44,43,12,7,4,2,1
"16285",16285,"CCA1312","ZGKL","ZBAA","36L","412",1410,1409,1424,20140221,849,864,15,2,21,14,11,44,43,7,7,4,2,1
"16290",16290,"CCA1112","ZBHH","ZBAA","36L","319",1402,1401,1419,20140221,841,859,18,2,21,14,11,44,43,7,7,4,2,1
"16293",16293,"CSZ9851","ZGSZ","ZBAA","36L","322",1351,1349,1407,20140221,829,847,18,2,21,13,14,50,41,20,7,4,2,1
"16294",16294,"CHH7606","ZSSS","ZBAA","36L","A106",1404,1403,1408,20140221,843,848,5,2,21,14,11,44,43,7,7,4,2,1
"16299",16299,"CES2111","ZLXY","ZBAA","36L","229",1353,1352,1359,20140221,832,839,7,2,21,13,14,50,41,20,7,4,2,1
"16300",16300,"CCA1296","ZWWW","ZBAA","36L","403",1348,1347,1401,20140221,827,841,14,2,21,13,14,50,41,20,7,4,2,1
"16303",16303,"CHH7636","ZGHA","ZBAA","36L","107",1355,1354,1359,20140221,834,839,5,2,21,13,14,50,41,20,7,4,2,1
"16304",16304,"CSN6187","ZUGY","ZBAA","36L","226",1358,1356,1404,20140221,836,844,8,2,21,13,14,50,41,20,7,4,2,1
"16305",16305,"CCA985","ZUCK","ZBAA","36L","531",1337,1337,1355,20140221,817,835,18,2,21,11,10,50,41,13,7,4,2,1
"16308",16308,"CCA1290","ZLXY","ZBAA","36L","309",1333,1332,1347,20140221,812,827,15,2,21,11,10,50,41,13,7,4,2,1
"16309",16309,"CSN3103","ZGGG","ZBAA","36L","809",1346,1345,1350,20140221,825,830,5,2,21,13,14,50,41,20,7,4,2,1
"16311",16311,"CSN6901","ZWWW","ZBAA","36L","223",1344,1342,1350,20140221,822,830,8,2,21,11,10,50,41,13,7,4,2,1
"16313",16313,"CES5139","ZSSS","ZBAA","36L","233",1336,1334,1341,20140221,814,821,7,2,21,11,10,50,41,13,7,4,2,1
"16317",16317,"CSN3159","ZGSZ","ZBAA","36L","220",1329,1329,1342,20140221,809,822,13,2,21,13,7,50,41,12,7,4,2,1
"16318",16318,"CSN6606","ZHHH","ZBAA","36L","231",1341,1340,1345,20140221,820,825,5,2,21,11,10,50,41,13,7,4,2,1
"16319",16319,"CHH7297","ZSNB","ZBAA","36L","108",1315,1315,1320,20140221,795,800,5,2,21,13,7,50,41,12,7,4,2,1
"16320",16320,"CCA1344","ZGHA","ZBAA","36L","326",1304,1304,1323,20140221,784,803,19,2,21,13,10,50,41,14,7,4,2,1
"16323",16323,"SAS995","EKCH","ZBAA","36L","512",1313,1312,1326,20140221,792,806,14,2,21,13,10,50,41,14,7,4,2,1
"16329",16329,"ALK888","VTBS","ZBAA","36L","217",1252,1251,1309,20140221,771,789,18,2,21,11,14,51,44,9,7,4,2,1
"16334",16334,"CES2105","ZLXY","ZBAA","36L","808",1302,1301,1306,20140221,781,786,5,2,21,13,10,50,41,14,7,4,2,1
"16336",16336,"CSN6907","ZWWW","ZBAA","36L","237",1306,1307,1312,20140221,787,792,5,2,21,13,10,50,41,14,7,4,2,1
"16337",16337,"CCA1232","ZLXY","ZBAA","36L","328",1259,1258,1312,20140221,778,792,14,2,21,11,14,51,44,9,7,4,2,1
"16339",16339,"CHH7104","ZYMD","ZBAA","36L","103",1309,1307,1313,20140221,787,793,6,2,21,13,10,50,41,14,7,4,2,1
"16344",16344,"CSZ9591","ZGNN","ZBAA","36L","321",1244,1243,1256,20140221,763,776,13,2,21,12,12,51,44,10,7,4,2,1
"16345",16345,"DLH722","EDDM","ZBAA","36L","511",1246,1245,1301,20140221,765,781,16,2,21,11,14,51,44,9,7,4,2,1
"16346",16346,"CSN3147","ZGHA","ZBAA","36L","226",1250,1249,1259,20140221,769,779,10,2,21,11,14,51,44,9,7,4,2,1
"16347",16347,"CCA1208","ZLXN","ZBAA","36L","414",1248,1248,1303,20140221,768,783,15,2,21,11,14,51,44,9,7,4,2,1
"16349",16349,"CAO1042","EDDF","ZBAA","36L","N108",1256,1256,1304,20140221,776,784,8,2,21,11,14,51,44,9,7,4,2,1
"16352",16352,"CCA1274","ZLLL","ZBAA","36L","320",1230,1230,1244,20140221,750,764,14,2,21,12,12,51,44,10,7,4,2,1
"16355",16355,"CXA8165","ZSFZ","ZBAA","36L","236",1241,1240,1246,20140221,760,766,6,2,21,12,12,51,44,10,7,4,2,1
"16359",16359,"OHFFI","VHHH","ZBAA","36L","729",1224,1224,1238,20140221,744,758,14,2,21,16,7,51,44,10,7,4,2,1
"16361",16361,"CHH7346","ZWWW","ZBAA","36L","115",1235,1235,1240,20140221,755,760,5,2,21,12,12,51,44,10,7,4,2,1
"16362",16362,"CSN3119","ZJHK","ZBAA","36L","233",1232,1233,1238,20140221,753,758,5,2,21,12,12,51,44,10,7,4,2,1
"16363",16363,"CHH7138","ZLXY","ZBAA","36L","W207",1238,1237,1242,20140221,757,762,5,2,21,12,12,51,44,10,7,4,2,1
"16365",16365,"CCA4107","ZUUU","ZBAA","36L","332",1216,1215,1229,20140221,735,749,14,2,21,16,7,51,44,10,7,4,2,1
"16366",16366,"CES5293","ZBYN","ZBAA","36L","230",1222,1222,1228,20140221,742,748,6,2,21,16,7,51,44,10,7,4,2,1
"16368",16368,"CCA946","ZUUU","ZBAA","36L","458",1213,1213,1225,20140221,733,745,12,2,21,12,11,51,44,12,7,4,2,1
"16369",16369,"CHH7710","ZGSZ","ZBAA","36L","A113",1210,1210,1214,20140221,730,734,4,2,21,12,11,51,44,12,7,4,2,1
"16372",16372,"CCA1148","ZBYZ","ZBAA","36L","314",1203,1203,1220,20140221,723,740,17,2,21,12,11,51,44,12,7,4,2,1
"16378",16378,"PAL358","RPLL","ZBAA","36L","520",1148,1148,1202,20140221,708,722,14,2,21,9,11,44,44,16,7,4,2,1
"16379",16379,"CSN3731","ZGSD","ZBAA","36L","239",1201,1200,1208,20140221,720,728,8,2,21,12,11,51,44,12,7,4,2,1
"16383",16383,"CES2130","ZLLL","ZBAA","36L","804",1205,1205,1211,20140221,725,731,6,2,21,12,11,51,44,12,7,4,2,1
"16384",16384,"CSN6711","ZJSY","ZBAA","36L","223",1156,1156,1202,20140221,716,722,6,2,21,9,11,44,44,16,7,4,2,1
"16385",16385,"CES5713","ZPPP","ZBAA","36L","807",1145,1144,1150,20140221,704,710,6,2,21,10,12,44,44,15,7,4,2,1
"16388",16388,"CCA1204","ZLXY","ZBAA","36L","402",1141,1141,1154,20140221,701,714,13,2,21,10,12,44,44,15,7,4,2,1
"16390",16390,"CCA1134","ZBYC","ZBAA","36L","334",1143,1143,1158,20140221,703,718,15,2,21,10,12,44,44,15,7,4,2,1
"16391",16391,"CSC8883","ZUUU","ZBAA","36L","325",1152,1151,1205,20140221,711,725,14,2,21,9,11,44,44,16,7,4,2,1
"16394",16394,"CCA4101","ZUUU","ZBAA","36L","336",1124,1125,1145,20140221,685,705,20,2,21,10,11,44,44,6,7,4,2,1
"16395",16395,"CHH7181","ZJHK","ZBAA","36L","811",1137,1137,1142,20140221,697,702,5,2,21,10,12,44,44,15,7,4,2,1
"16398",16398,"BJN091","ZUUU","ZBAA","36L","N202",1135,1134,1146,20140221,694,706,12,2,21,10,12,44,44,15,7,4,2,1
"16402",16402,"CES5709","ZULZ","ZBAA","36L","229",1121,1120,1128,20140221,680,688,8,2,21,10,11,44,44,6,7,4,2,1
"16405",16405,"CES5129","ZSPD","ZBAA","36L","219",1127,1127,1135,20140221,687,695,8,2,21,10,11,44,44,6,7,4,2,1
"16406",16406,"CES2434","ZBLL","ZBAA","36L","238",1132,1132,1137,20140221,692,697,5,2,21,10,12,44,44,15,7,4,2,1
"16408",16408,"CHH7804","ZGGG","ZBAA","36L","104",1129,1129,1135,20140221,689,695,6,2,21,10,11,44,44,6,7,4,2,1
"16410",16410,"CAL511","RCTP","ZBAA","36L","512",1102,1101,1118,20140221,661,678,17,2,21,15,10,44,44,12,7,4,2,1
"16411",16411,"BLWW","ZSSS","ZBAA","36L","603",1106,1103,1118,20140221,663,678,15,2,21,15,10,44,44,12,7,4,2,1
"16413",16413,"CES5103","ZSSS","ZBAA","36L","224",1107,1107,1118,20140221,667,678,11,2,21,15,10,44,44,12,7,4,2,1
"16414",16414,"CSN3281","ZGKL","ZBAA","36L","227",1118,1118,1124,20140221,678,684,6,2,21,10,11,44,44,6,7,4,2,1
"16415",16415,"CSN3277","ZGNN","ZBAA","36L","234",1116,1115,1122,20140221,675,682,7,2,21,10,11,44,44,6,7,4,2,1
"16417",16417,"CCA4137","ZUCK","ZBAA","36L","330",1112,1111,1125,20140221,671,685,14,2,21,15,10,44,44,12,7,4,2,1
"16478",16478,"CSC8515","ZUCK","ZBAA","36L","555",2101,2101,2108,20140220,1261,1268,7,2,20,9,14,35,47,7,7,4,2,1
"16480",16480,"CHH7338","ZLXY","ZBAA","36L","114",2105,2106,2111,20140220,1266,1271,5,2,20,9,14,35,47,7,7,4,2,1
"16481",16481,"CES2417","ZLLL","ZBAA","36L","227",2104,2103,2111,20140220,1263,1271,8,2,20,9,14,35,47,7,7,4,2,1
"16485",16485,"CHH7081","ZJHK","ZBAA","36L","A106",2110,2110,2116,20140220,1270,1276,6,2,20,9,14,35,47,7,7,4,2,1
"16525",16525,"CSN3113","ZGGG","ZBAA","36L","219",1956,1955,2005,20140220,1195,1205,10,2,20,12,11,41,48,10,7,4,2,1
"16530",16530,"CCA4173","ZPPP","ZBAA","36L","328",1949,1949,2013,20140220,1189,1213,24,2,20,12,11,41,48,10,7,4,2,1
"16533",16533,"CHH7288","ZLYL","ZBAA","36L","104",1953,1953,1958,20140220,1193,1198,5,2,20,12,11,41,48,10,7,4,2,1
"16534",16534,"CES2117","ZLXY","ZBAA","36L","228",1951,1951,2000,20140220,1191,1200,9,2,20,12,11,41,48,10,7,4,2,1
"16537",16537,"CSN6137","ZYTL","ZBAA","36L","234",1958,1958,2004,20140220,1198,1204,6,2,20,12,11,41,48,10,7,4,2,1
"16540",16540,"CHH7232","ZLLL","ZBAA","36L","111",1942,1942,1948,20140220,1182,1188,6,2,20,12,12,41,48,8,7,4,2,1
"16541",16541,"CCA1440","ZUCK","ZBAA","36L","311",1930,1930,1947,20140220,1170,1187,17,2,20,12,12,41,48,8,7,4,2,1
"16542",16542,"CSN3687","ZUGY","ZBAA","36L","231",1938,1938,1946,20140220,1178,1186,8,2,20,12,12,41,48,8,7,4,2,1
"16546",16546,"CES278","ZSYT","ZBAA","36L","807",1944,1944,1949,20140220,1184,1189,5,2,20,12,12,41,48,8,7,4,2,1
"16547",16547,"CHH7156","ZSHC","ZBAA","36L","112",1946,1946,1949,20140220,1186,1189,3,2,20,12,11,41,48,10,7,4,2,1
"16553",16553,"CSN3633","ZGHA","ZBAA","36L","222",1933,1933,1941,20140220,1173,1181,8,2,20,12,12,41,48,8,7,4,2,1
"16555",16555,"CBJ5554","ZBHH","ZBAA","36L","106",1929,1928,1935,20140220,1168,1175,7,2,20,11,13,41,48,15,7,4,2,1
"16556",16556,"CHH7162","ZUCK","ZBAA","36L","103",1919,1918,1925,20140220,1158,1165,7,2,20,11,13,41,48,15,7,4,2,1
"16558",16558,"CES5707","ZPPP","ZBAA","36L","235",1924,1923,1929,20140220,1163,1169,6,2,20,11,13,41,48,15,7,4,2,1
"16562",16562,"CHH7812","ZGGG","ZBAA","36L","110",1921,1920,1927,20140220,1160,1167,7,2,20,11,13,41,48,15,7,4,2,1
"16568",16568,"CHH7080","ZJSY","ZBAA","36L","W209",1911,1910,1919,20140220,1150,1159,9,2,20,6,12,41,48,11,7,4,2,1
"16569",16569,"CHH7708","ZGSZ","ZBAA","36L","107",1915,1915,1920,20140220,1155,1160,5,2,20,11,13,41,48,15,7,4,2,1
"16570",16570,"CCA4165","ZUGY","ZBAA","36L","329",1904,1903,1920,20140220,1143,1160,17,2,20,6,12,41,48,11,7,4,2,1
"16571",16571,"CSN3287","ZGKL","ZBAA","36L","232",1918,1917,1923,20140220,1157,1163,6,2,20,11,13,41,48,15,7,4,2,1
"16573",16573,"CSC8837","ZUWX","ZBAA","36L","322",1908,1908,1924,20140220,1148,1164,16,2,20,6,12,41,48,11,7,4,2,1
"16574",16574,"CCA1458","ZUGU","ZBAA","36L","318",1901,1901,1916,20140220,1141,1156,15,2,20,6,12,41,48,11,7,4,2,1
"16583",16583,"CES5721","ZUQJ","ZBAA","36L","236",1906,1905,1911,20140220,1145,1151,6,2,20,6,12,41,48,11,7,4,2,1
"16617",16617,"CCA1272","ZLLL","ZBAA","36L","309",1756,1757,1813,20140220,1077,1093,16,2,20,11,11,49,40,11,7,4,2,1
"16626",16626,"CSN3861","ZGOW","ZBAA","36L","228",1759,1758,1804,20140220,1078,1084,6,2,20,11,11,49,40,11,7,4,2,1
"16627",16627,"CSC8893","ZUUU","ZBAA","36L","337",1750,1751,1806,20140220,1071,1086,15,2,20,11,11,49,40,11,7,4,2,1
"16631",16631,"CNM1116","ZBHH","ZBAA","36L","323",1755,1755,1810,20140220,1075,1090,15,2,20,11,11,49,40,11,7,4,2,1
"16634",16634,"CSN6365","ZJHK","ZBAA","36L","609",1746,1746,1757,20140220,1066,1077,11,2,20,11,11,49,40,11,7,4,2,1
"16635",16635,"THY20","LTBA","ZBAA","36L","514",1744,1744,1758,20140220,1064,1078,14,2,20,12,7,49,40,12,7,4,2,1
"16636",16636,"CES2113","ZLXY","ZBAA","36L","229",1752,1753,1800,20140220,1073,1080,7,2,20,11,11,49,40,11,7,4,2,1
"16639",16639,"CCA4109","ZUUU","ZBAA","36L","410",1726,1725,1738,20140220,1045,1058,13,2,20,13,11,49,40,13,7,4,2,1
"16640",16640,"CES5193","ZSQD","ZBAA","36L","803",1736,1735,1740,20140220,1055,1060,5,2,20,12,7,49,40,12,7,4,2,1
"16645",16645,"CBJ592","ZHCC","ZBAA","36L","N105B",1724,1724,1731,20140220,1044,1051,7,2,20,13,11,49,40,13,7,4,2,1
"16647",16647,"B8205","ZUUU","ZBAA","36L","627",1717,1718,1731,20140220,1038,1051,13,2,20,13,11,49,40,13,7,4,2,1
"16651",16651,"CHH7188","ZHHH","ZBAA","36L","115",1732,1732,1737,20140220,1052,1057,5,2,20,12,7,49,40,12,7,4,2,1
"16652",16652,"N107VS","ZSPD","ZBAA","36L","253",1709,1710,1723,20140220,1030,1043,13,2,20,13,11,49,40,10,7,4,2,1
"16655",16655,"CCA1362","ZJHK","ZBAA","36L","335",1712,1713,1728,20140220,1033,1048,15,2,20,13,11,49,40,10,7,4,2,1
"16657",16657,"CCA1224","ZLXY","ZBAA","36L","458",1707,1707,1725,20140220,1027,1045,18,2,20,13,11,49,40,10,7,4,2,1
"16658",16658,"CSN6167","ZUGY","ZBAA","36L","710",1714,1715,1727,20140220,1035,1047,12,2,20,13,11,49,40,13,7,4,2,1
"16659",16659,"CES2415","ZLLL","ZBAA","36L","227",1719,1720,1727,20140220,1040,1047,7,2,20,13,11,49,40,13,7,4,2,1
"16666",16666,"CSN3902","ZPPP","ZBAA","36L","702",1701,1700,1708,20140220,1020,1028,8,2,20,13,11,49,40,10,7,4,2,1
"16714",16714,"CCA1878","ZGZJ","ZBAA","36L","324",1556,1555,1614,20140220,955,974,19,2,20,4,14,33,46,14,7,4,2,1
"16715",16715,"CSZ9801","ZGSZ","ZBAA","36L","320",1558,1557,1618,20140220,957,978,21,2,20,4,14,33,46,14,7,4,2,1
"16720",16720,"CHH7704","ZGSZ","ZBAA","36L","A113",1559,1559,1603,20140220,959,963,4,2,20,4,14,33,46,14,7,4,2,1
"16727",16727,"CHH7190","ZUGY","ZBAA","36L","W209",1540,1539,1545,20140220,939,945,6,2,20,9,11,33,46,16,7,4,2,1
"16728",16728,"CSN3285","ZGNN","ZBAA","36L","706",1543,1543,1552,20140220,943,952,9,2,20,9,11,33,46,16,7,4,2,1
"16729",16729,"CCA1344","ZGHA","ZBAA","36L","325",1536,1536,1551,20140220,936,951,15,2,20,9,11,33,46,16,7,4,2,1
"16730",16730,"CHH7166","ZPPP","ZBAA","36L","A106",1545,1545,1552,20140220,945,952,7,2,20,4,14,33,46,14,7,4,2,1
"16732",16732,"CHH7806","ZGGG","ZBAA","36L","808",1548,1548,1554,20140220,948,954,6,2,20,4,14,33,46,14,7,4,2,1
"16736",16736,"UAL897","KIAD","ZBAA","36L","523",1512,1511,1535,20140220,911,935,24,2,20,9,12,33,46,10,7,4,2,1
"16738",16738,"CSH9103","ZSSS","ZBAA","36L","814",1529,1528,1533,20140220,928,933,5,2,20,11,9,33,46,8,7,4,2,1
"16739",16739,"CSN3193","ZGSZ","ZBAA","36L","232",1537,1531,1538,20140220,931,938,7,2,20,9,11,33,46,16,7,4,2,1
"16740",16740,"CCA421","ZUUU","ZBAA","36L","466",1527,1526,1539,20140220,926,939,13,2,20,11,9,33,46,8,7,4,2,1
"16742",16742,"CCA1336","ZGNN","ZBAA","36L","333",1524,1523,1538,20140220,923,938,15,2,20,11,9,33,46,8,7,4,2,1
"16743",16743,"CES2109","ZLXY","ZBAA","36L","235",1534,1534,1540,20140220,934,940,6,2,20,9,11,33,46,16,7,4,2,1
"16746",16746,"CCA1210","ZLXY","ZBAA","36L","330",1509,1508,1523,20140220,908,923,15,2,20,9,12,33,46,10,7,4,2,1
"16748",16748,"CSN378","ZSAM","ZBAA","36L","722",1518,1518,1527,20140220,918,927,9,2,20,11,9,33,46,8,7,4,2,1
"16753",16753,"CCA8216","ZHHH","ZBAA","36L","337",1459,1459,1512,20140220,899,912,13,2,20,9,13,48,42,9,7,4,2,1
"16757",16757,"CCA1308","ZGSZ","ZBAA","36L","321",1504,1504,1515,20140220,904,915,11,2,20,9,12,33,46,10,7,4,2,1
"16760",16760,"CCA1462","ZUGY","ZBAA","36L","310",1507,1506,1520,20140220,906,920,14,2,20,9,12,33,46,10,7,4,2,1
"16761",16761,"CES5711","ZPPP","ZBAA","36L","231",1513,1513,1520,20140220,913,920,7,2,20,9,12,33,46,10,7,4,2,1
"16763",16763,"CES2821","ZSNJ","ZBAA","36L","234",1452,1451,1458,20140220,891,898,7,2,20,9,13,48,42,9,7,4,2,1
"16765",16765,"CSN3733","ZGSD","ZBAA","36L","230",1457,1456,1501,20140220,896,901,5,2,20,9,13,48,42,9,7,4,2,1
"16768",16768,"SIA802","WSSS","ZBAA","36L","510",1453,1453,1506,20140220,893,906,13,2,20,9,13,48,42,9,7,4,2,1
"16770",16770,"CHH7636","ZGHA","ZBAA","36L","107",1501,1500,1507,20140220,900,907,7,2,20,9,12,33,46,10,7,4,2,1
"16772",16772,"CSN6917","ZWWW","ZBAA","36L","233",1449,1449,1455,20140220,889,895,6,2,20,9,13,48,42,9,7,4,2,1
"16773",16773,"CSN6162","ZUUU","ZBAA","36L","701",1446,1446,1454,20140220,886,894,8,2,20,9,13,48,42,9,7,4,2,1
"16776",16776,"UAL89","KEWR","ZBAA","36L","531",1443,1443,1457,20140220,883,897,14,2,20,13,7,48,42,9,7,4,2,1
"16777",16777,"CCA1240","ZLLL","ZBAA","36L","311",1441,1440,1458,20140220,880,898,18,2,20,13,7,48,42,9,7,4,2,1
"16782",16782,"CES5167","ZSHC","ZBAA","36L","801",1434,1434,1440,20140220,874,880,6,2,20,13,7,48,42,9,7,4,2,1
"16785",16785,"CHH7606","ZSSS","ZBAA","36L","A113",1416,1415,1422,20140220,855,862,7,2,20,11,11,48,42,7,7,4,2,1
"16786",16786,"CHH7148","ZUUU","ZBAA","36L","W104",1421,1420,1423,20140220,860,863,3,2,20,11,11,48,42,7,7,4,2,1
"16788",16788,"CES5109","ZSSS","ZBAA","36L","220",1418,1417,1427,20140220,857,867,10,2,20,11,11,48,42,7,7,4,2,1
"16789",16789,"CCA1406","ZUUU","ZBAA","36L","335",1413,1413,1428,20140220,853,868,15,2,20,15,11,48,42,10,7,4,2,1
"16792",16792,"CHH7278","ZSHC","ZBAA","36L","W208",1426,1425,1429,20140220,865,869,4,2,20,11,11,48,42,7,7,4,2,1
"16796",16796,"CSN3147","ZGHA","ZBAA","36L","227",1411,1410,1416,20140220,850,856,6,2,20,15,11,48,42,10,7,4,2,1
"16798",16798,"CCA1460","ZUYB","ZBAA","36L","332",1405,1403,1418,20140220,843,858,15,2,20,15,11,48,42,10,7,4,2,1
"16803",16803,"CXA8165","ZSFZ","ZBAA","36L","226",1401,1401,1408,20140220,841,848,7,2,20,15,11,48,42,10,7,4,2,1
"16805",16805,"CHH7710","ZGSZ","ZBAA","36L","W205",1407,1406,1411,20140220,846,851,5,2,20,15,11,48,42,10,7,4,2,1
"16806",16806,"CCA4169","ZPPP","ZBAA","36L","351",1359,1359,1411,20140220,839,851,12,2,20,8,13,47,41,15,7,4,2,1
"16807",16807,"CCA1290","ZLXY","ZBAA","36L","306",1355,1355,1411,20140220,835,851,16,2,20,8,13,47,41,15,7,4,2,1
"16811",16811,"CSN6606","ZHHH","ZBAA","36L","235",1349,1348,1354,20140220,828,834,6,2,20,8,13,47,41,15,7,4,2,1
"16812",16812,"CSN6901","ZWWW","ZBAA","36L","219",1352,1351,1359,20140220,831,839,8,2,20,8,13,47,41,15,7,4,2,1
