"","x01","x18l","x18r","x19","x36l","x36r","sum_dep","y01","y18l","y18r","y19","y36l","y36r","sum_arr","sum_per60","dep_prop_01","dep_prop_36l","dep_prop_36r","dep_prop_19","dep_prop_18r","dep_prop_18l","arr_prop_01","arr_prop_36l","arr_prop_36r","arr_prop_19","arr_prop_18r","arr_prop_18l"
"631",4,0,0,0,5,6,15,1,0,0,0,11,0,12,27,0.148148148148148,0.185185185185185,0.222222222222222,0,0,0,0.037037037037037,0.407407407407407,0,0,0,0
"632",17,0,0,0,21,29,67,3,0,0,0,3,1,7,74,0.22972972972973,0.283783783783784,0.391891891891892,0,0,0,0.0405405405405405,0.0405405405405405,0.0135135135135135,0,0,0
"633",15,0,0,0,27,28,70,8,0,0,0,4,0,12,82,0.182926829268293,0.329268292682927,0.341463414634146,0,0,0,0.0975609756097561,0.0487804878048781,0,0,0,0
"634",11,0,0,0,12,26,49,14,0,0,0,12,4,30,79,0.139240506329114,0.151898734177215,0.329113924050633,0,0,0,0.177215189873418,0.151898734177215,0.0506329113924051,0,0,0
"635",8,0,0,0,5,14,27,22,0,0,0,17,11,50,77,0.103896103896104,0.0649350649350649,0.181818181818182,0,0,0,0.285714285714286,0.220779220779221,0.142857142857143,0,0,0
"636",13,0,0,0,8,18,39,23,0,0,0,18,12,53,92,0.141304347826087,0.0869565217391304,0.195652173913043,0,0,0,0.25,0.195652173913043,0.130434782608696,0,0,0
"637",10,0,0,0,8,25,43,23,0,0,0,20,5,48,91,0.10989010989011,0.0879120879120879,0.274725274725275,0,0,0,0.252747252747253,0.21978021978022,0.0549450549450549,0,0,0
"638",14,0,0,0,15,25,54,19,0,0,0,18,6,43,97,0.144329896907216,0.154639175257732,0.257731958762887,0,0,0,0.195876288659794,0.185567010309278,0.0618556701030928,0,0,0
"639",17,0,0,0,9,24,50,18,0,0,0,18,8,44,94,0.180851063829787,0.0957446808510638,0.25531914893617,0,0,0,0.191489361702128,0.191489361702128,0.0851063829787234,0,0,0
"640",11,0,0,0,14,21,46,21,0,0,0,17,8,46,92,0.119565217391304,0.152173913043478,0.228260869565217,0,0,0,0.228260869565217,0.184782608695652,0.0869565217391304,0,0,0
"641",14,0,0,0,4,16,34,21,0,0,0,17,15,53,87,0.160919540229885,0.0459770114942529,0.183908045977011,0,0,0,0.241379310344828,0.195402298850575,0.172413793103448,0,0,0
"642",14,0,0,0,9,25,48,19,0,0,0,19,8,46,94,0.148936170212766,0.0957446808510638,0.265957446808511,0,0,0,0.202127659574468,0.202127659574468,0.0851063829787234,0,0,0
"643",9,0,0,0,8,26,43,24,0,0,0,14,6,44,87,0.103448275862069,0.0919540229885057,0.298850574712644,0,0,0,0.275862068965517,0.160919540229885,0.0689655172413793,0,0,0
"644",15,0,0,0,11,17,43,20,0,0,0,21,14,55,98,0.153061224489796,0.112244897959184,0.173469387755102,0,0,0,0.204081632653061,0.214285714285714,0.142857142857143,0,0,0
"645",12,0,0,0,14,24,50,18,0,0,0,18,9,45,95,0.126315789473684,0.147368421052632,0.252631578947368,0,0,0,0.189473684210526,0.189473684210526,0.0947368421052632,0,0,0
"646",7,0,0,0,14,26,47,20,0,0,0,13,6,39,86,0.0813953488372093,0.162790697674419,0.302325581395349,0,0,0,0.232558139534884,0.151162790697674,0.0697674418604651,0,0,0
"647",6,0,0,0,7,13,26,19,0,0,0,19,16,54,80,0.075,0.0875,0.1625,0,0,0,0.2375,0.2375,0.2,0,0,0
"648",9,0,0,0,1,1,11,9,0,0,0,17,18,44,55,0.163636363636364,0.0181818181818182,0.0181818181818182,0,0,0,0.163636363636364,0.309090909090909,0.327272727272727,0,0,0
"649",10,0,0,0,2,0,12,0,0,0,0,24,22,46,58,0.172413793103448,0.0344827586206897,0,0,0,0,0,0.413793103448276,0.379310344827586,0,0,0
"650",0,0,0,0,4,8,12,0,0,0,0,6,7,13,25,0,0.16,0.32,0,0,0,0,0.24,0.28,0,0,0
"651",0,0,0,0,2,4,6,0,0,0,0,4,2,6,12,0,0.166666666666667,0.333333333333333,0,0,0,0,0.333333333333333,0.166666666666667,0,0,0
"652",0,0,0,0,1,2,3,0,0,0,0,0,4,4,7,0,0.142857142857143,0.285714285714286,0,0,0,0,0,0.571428571428571,0,0,0
"653",0,0,0,0,1,3,4,1,0,0,0,2,5,8,12,0,0.0833333333333333,0.25,0,0,0,0.0833333333333333,0.166666666666667,0.416666666666667,0,0,0
"654",0,0,0,0,0,3,3,0,0,0,0,1,7,8,11,0,0,0.272727272727273,0,0,0,0,0.0909090909090909,0.636363636363636,0,0,0
"655",4,0,0,0,6,7,17,0,0,0,0,0,8,8,25,0.16,0.24,0.28,0,0,0,0,0,0.32,0,0,0
"656",16,0,0,0,14,29,59,0,0,0,0,3,1,4,63,0.253968253968254,0.222222222222222,0.46031746031746,0,0,0,0,0.0476190476190476,0.0158730158730159,0,0,0
"657",19,0,0,0,21,36,76,1,0,0,0,13,0,14,90,0.211111111111111,0.233333333333333,0.4,0,0,0,0.0111111111111111,0.144444444444444,0,0,0,0
"658",16,0,0,0,15,24,55,14,0,0,0,15,5,34,89,0.179775280898876,0.168539325842697,0.269662921348315,0,0,0,0.157303370786517,0.168539325842697,0.0561797752808989,0,0,0
"659",4,0,0,0,6,22,32,20,0,0,0,18,12,50,82,0.0487804878048781,0.0731707317073171,0.268292682926829,0,0,0,0.24390243902439,0.219512195121951,0.146341463414634,0,0,0
"660",11,0,0,0,8,27,46,20,0,0,0,14,9,43,89,0.123595505617978,0.0898876404494382,0.303370786516854,0,0,0,0.224719101123595,0.157303370786517,0.101123595505618,0,0,0
"661",12,0,0,0,9,25,46,20,0,0,0,17,7,44,90,0.133333333333333,0.1,0.277777777777778,0,0,0,0.222222222222222,0.188888888888889,0.0777777777777778,0,0,0
"662",14,0,0,0,12,25,51,19,0,0,0,18,4,41,92,0.152173913043478,0.130434782608696,0.271739130434783,0,0,0,0.206521739130435,0.195652173913043,0.0434782608695652,0,0,0
"663",13,0,0,0,6,29,48,21,0,0,0,22,3,46,94,0.138297872340426,0.0638297872340425,0.308510638297872,0,0,0,0.223404255319149,0.234042553191489,0.0319148936170213,0,0,0
"664",8,0,0,0,12,21,41,18,0,0,0,18,8,44,85,0.0941176470588235,0.141176470588235,0.247058823529412,0,0,0,0.211764705882353,0.211764705882353,0.0941176470588235,0,0,0
"665",8,0,0,0,6,25,39,25,0,0,0,24,4,53,92,0.0869565217391304,0.0652173913043478,0.271739130434783,0,0,0,0.271739130434783,0.260869565217391,0.0434782608695652,0,0,0
"666",10,0,0,0,14,27,51,25,0,0,0,15,5,45,96,0.104166666666667,0.145833333333333,0.28125,0,0,0,0.260416666666667,0.15625,0.0520833333333333,0,0,0
"667",7,0,0,0,7,26,40,24,0,0,0,20,6,50,90,0.0777777777777778,0.0777777777777778,0.288888888888889,0,0,0,0.266666666666667,0.222222222222222,0.0666666666666667,0,0,0
"668",10,0,0,0,9,27,46,19,0,0,0,20,3,42,88,0.113636363636364,0.102272727272727,0.306818181818182,0,0,0,0.215909090909091,0.227272727272727,0.0340909090909091,0,0,0
"669",9,0,0,0,9,24,42,23,0,0,0,21,8,52,94,0.0957446808510638,0.0957446808510638,0.25531914893617,0,0,0,0.24468085106383,0.223404255319149,0.0851063829787234,0,0,0
"670",9,0,0,0,16,23,48,19,0,0,0,14,7,40,88,0.102272727272727,0.181818181818182,0.261363636363636,0,0,0,0.215909090909091,0.159090909090909,0.0795454545454545,0,0,0
"671",5,0,0,0,7,17,29,21,0,0,0,21,12,54,83,0.0602409638554217,0.0843373493975904,0.204819277108434,0,0,0,0.253012048192771,0.253012048192771,0.144578313253012,0,0,0
"672",5,0,0,0,0,4,9,14,0,0,0,20,18,52,61,0.0819672131147541,0,0.0655737704918033,0,0,0,0.229508196721311,0.327868852459016,0.295081967213115,0,0,0
